Unnamed: 0,EPA ID,Site Name,City,County,State,Street Address,Zip Code,Region,NPL Status,Partial NPL Deletion,Superfund Alternative Approach,Site-wide Ready for Anticipated Use,Human Exposure Under Control,Groundwater Migration Under Control,Construction Complete,Construction Completion Date,Non-NPL Status Category,Non-NPL Status Subcategory,Non-NPL Status,Site Status,Site Type,Site Type Subcategory,Federal Agency,Native American Interest (NAI),Indian Entity (NAI Status),HRS Score,Federal Facility Indicator,Alias/Alternative Site Name,Non-NPL Status Date,Superfund Site Profile Page URL,RCRA Handler ID - RCRA Handler Name,Latitude,Longitude
118,TXN000607377,DELTA SPECIALITY FIRE,HOUTON,HARRIS,TX,5898 HEISER DRIVE,77087,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2012-03-12 00:00:00,,,+35.449125,-097.680523
119,TXP490351634,DEPARTMENT OF VETERANS AFFAIRS - KERRVILLE,KERRVILLE,KERR,TX,3600 Memorial Blvd,78028,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Assessment Needed or Ongoing,Initial Assessment Needed/Ongoing,Fed Fac Preliminary Assessment Review Start Needed,Active,Other,Spill or other one-time event,Department of Veterans Affairs,No,,,Yes,,2015-08-17 00:00:00,,,,
120,TXN000622080,DEPENDABLE STORAGE HG,IRVING,DALLAS,TX,201 East Bower Road,75061,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Product storage/distribution,,No,,,No,,2019-03-14 00:00:00,,,,
121,TXN000605331,DFW COOLANT,DFW,DALLAS,TX,3010 E. AIRFIELD DR.,76038,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2016-11-17 00:00:00,,,32.648456,-96.782610
122,TXD089793046,"DIXIE OIL PROCESSORS, INC.",FRIENDSWOOD,HARRIS,TX,2505 CHOATE RD,77546,R06,Deleted NPL,Yes,No,Yes,Yes,Yes,Yes,1993-06-09,,,,Active,"Recycling, Recycling, Recycling, Recycling","Batteries/scrap metals/secondary smelting/precious metal recovery, Multiple, Waste/used oil, Chemicals/chemical waste (e.g., solvent recovery)",,No,,,No,"DIXIE OIL PROCESSORS, INC., DIXIE OIL PROCESSORS, INC, DIXIE OIL PROCESSORS INC, DIXIE OIL PROCESSORS, INC.",[Blank Date],www.epa.gov/superfund/dixie-oil,,,
123,TX0000605363,DONNA RESERVOIR AND CANAL SYSTEM,DONNA,HIDALGO,TX,"SOUTH TEXAS, NORTH OF RIO GRANDE RIVER",78537,R06,Final NPL,No,No,No,No,Not a Groundwater Site,No,,,,,Active,Other,Product storage/distribution,,No,,50.0,No,Donna Reservoir and Canal System,2001-02-15 00:00:00,www.epa.gov/superfund/donna-reservoir-canal,,,
124,TXN000606815,DOUBLE B AMMONIA RELEASE,MERIDIAN,[Blank County],TX,109 E. MORGAN STREET,76665,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2007-08-21 00:00:00,,,31.923987,-97.655742
125,TXN000604412,DOW CHEMICAL-B1700PHENOL,FREEPORT,BRAZORIA,TX,2301 N. Brazosport Blvd.,77541,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,,2015-01-04 00:00:00,,,28.982462,-95.377120
126,TXN000606986,DOWNTOWN ACID,DALLAS,DALLAS,TX,GRIFFIN & HORD PARKING LOT,75202,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2009-05-19 00:00:00,,,+32.7847,-096.8036
127,TXN000605215,DRILLCHEM EXPLOSION AND FIRE,CONROE,MONTGOMERY,TX,4301 South Loop 336 E,77301,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2015-08-14 00:00:00,,,30.393380,-95.470420
128,TXN000606824,DUCK CREEK RESPONSE,GARLAND,DALLAS,TX,2340 FORREST LANE,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2007-09-25 00:00:00,,,32.912624,-96.638883
129,TXN000605342,DUPONT,LA PORTE,HOUSTON,TX,12501 STRANG RD,77571,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Assessment Needed or Ongoing,Status not specified,Status Not Specified,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,,2016-12-16 00:00:00,,,29.665784,-95.019373
130,TXD000803346,DUPONT BAYPORT PLANT,PASADENA,HARRIS,TX,9701 Bayport Blvd.,77507,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Assessment Needed or Ongoing,Initial Assessment Needed/Ongoing,PA Start Needed,Active,Manufacturing/Processing/Maintenance,Plastics and rubber products,,No,,,No,,2022-09-26 00:00:00,,,,
131,TXN000606649,DUPRE TRANSPORT TRUCK FIRE,DALLAS,DALLAS,TX,Postal Address is unavailable for the Site,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2006-03-28 00:00:00,,,+33.00938,-096.78616
132,TXN000605226,EAGLE PASS FISH KILL,EAGLE PASS,MAVERICK,TX,415 Madison Street,78852,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,DOS REPUBLICAS MINE,2015-10-16 00:00:00,,,28.709628,-100.502048
133,TXN000606614,EAST 67TH STREET GROUND WATER PLUME,ODESSA,ECTOR,TX,"102 23', 23.36"" WEST, 31, 54', 22.26""",79762,R06,Final NPL,No,No,No,Yes,No,No,,,,,Active,"Other, Other, Other","Product storage/distribution, Ground water plume site with no identifiable source, Spill or other one-time event",,No,,50.0,No,"EAST 67TH STREET GROUND WATER PLUME, EAST 67TH STREET GROUNDWATER PLUME",2005-04-18 00:00:00,www.epa.gov/superfund/east-67-street,,,
134,TXN000622072,EAST BELT DERAILMENT,HOUSTON,HARRIS,TX,29.8200 N -95.3476 W,77093,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2019-01-30 00:00:00,,,+29.820000,-95.347600
135,TXN000604409,EAST TEXAS AG SUPPLY FIRE,ATHENS,HENDERSON,TX,105 W. Larkin St.,75751,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,"Agricultural (e.g., grain elevator)",,No,,,No,,2015-01-04 00:00:00,,,32.206376,-95.855223
136,TXN000622064,ECHO BLUFF MERCURY,DALLAS,[Blank County],TX,6927 Echo Bluff,75248,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2018-11-20 00:00:00,,,+37.973233,-96.785761
137,TXD064215759,ECTOR DRUM,ODESSA,ECTOR,TX,2604 N. Marco Ave.,79762,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Recycling,Drums/tanks,,No,,,No,,2016-03-04 00:00:00,,TXD064215759 - LONE STAR DRUM,,
138,TXR000025254,EFFLUENT RECYCLING INC.,FT. WORTH,TARRANT,TX,1010 BENJAMIN INC.,76164,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Recycling,Batteries/scrap metals/secondary smelting/precious metal recovery,,No,,,No,,2013-08-26 00:00:00,,,,
139,TXN000607005,EL DORADO CHEMICAL FIRE,BRYANT,BRAZOS,TX,6232 WEST HIGHWAY 21,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,,2009-08-02 00:00:00,,,30.852445,-97.189383
140,TX0000605388,EL PASO COUNTY METAL SURVEY,EL PASO,EL PASO,TX,3 MILE RADIUS EXTENDING FROM TX/NM/,79910,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Referred to Removal - NFRAP,Active,Other,Contaminated sediment site with no identifiable source,,No,,,No,,2005-01-25 00:00:00,,,,
141,TXD057567216,"ELDORADO CHEMICAL CO., INC.",LIVE OAK,BEXAR,TX,14350 LOOKOUT RD.,78233,R06,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,38.85,No,"EL DORADO CHEMICAL COMPANY INC, EL DORADO CHEMICAL COMPANY, INC.",2016-04-07 00:00:00,www.epa.gov/superfund/eldorado-chemical,,,
142,TXN000606972,ELDRIDGE AVENUE LEAD SITE,SAN ANTONIO,BEXAR,TX,4234 ELDRIDGE AVE.,78234,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2009-03-12 00:00:00,,,+29.419934,-098.572307
143,TXD980750624,EMCHEM CORPORATION,PEARLAND,BRAZORIA,TX,RT 3 W END OF RICE DRYER RD,77581,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Referred to Removal - NFRAP,Active,,,,No,,,No,,1997-05-09 00:00:00,,,,
144,TXN000607159,ENCYCLE/ASARCO OFFSITE,CORPUS CHRISTI,NUECES,TX,UP RIVER ROAD,78407,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2011-04-08 00:00:00,,,,
145,TXN010606564,ERGON DRINKING WATER RESPONSE,CORPUS CHRISTI,NUECES,TX,6746 Up River Road,78409,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2016-12-16 00:00:00,,,,
146,TXN000607104,EWELL DRUM,GILMER,UPSHUR,TX,8679 FM 2263,75644,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2012-08-15 00:00:00,,,,
147,TXR000058388,EXTREME METAL FINISHING,POINT,RAINS,TX,501 INDUSTRIAL BLVD.,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2007-05-24 00:00:00,,,,
148,TXN000605471,EXTREME METALS - EMORY,EMORY,RAINS,TX,830 County Road 515,75440,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2017-06-13 00:00:00,,,+32.865992,-95.735624
149,TXD980809909,EXXON MOBIL BAYTOWN FIRE,BAYTOWN,HARRIS,TX,500 BAYWARD DR,77520,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Oil and gas refining,,No,,,No,EXXON MOBIL,2009-09-09 00:00:00,,TXD980809909 - EXXONMOBIL CHEMICAL BAYTOWN CHEMICAL PLANT,,
150,TXN000622103,EXXON-MOBIL BOP,BAYTOWN,HARRIS,TX,3625 Decker Drive,77520,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Other,,No,,,No,,2019-07-31 00:00:00,,,+29.756973,-95.010690
151,TXN000605309,EXXONMOBIL SULFUR PLANT,BEAUMONT,JEFFERSON,TX,1795 Burt Street,77701,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Product storage/distribution,,No,,,No,,2016-09-15 00:00:00,,,30.064520,-94.079465
152,TXD086278058,FALCON REFINERY,INGLESIDE,SAN PATRICIO,TX,FM 2725 AT BISHOP ROAD,78362,R06,Final NPL,No,No,No,Yes,Yes,No,,,,,Active,Manufacturing/Processing/Maintenance,Oil and gas refining,,No,,50.0,No,FALCON REFINERY,1987-06-01 00:00:00,www.epa.gov/superfund/falcon-refinery,,,
153,TXN000605583,FEDERAL AVIATION ADMINISTRATION - BEAUMONT PT AIRPORT,BEAUMONT,JEFFERSON,TX,5040 West Airline Dr or 4920 Jerry Ware Drive,77705,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Other,Spill or other one-time event,Department of Transportation,No,,,Yes,,2020-03-30 00:00:00,,,+29.948892,-94.025183
154,TXN000622097,FEDERAL AVIATION ADMINISTRATION - VICTORIA VCT SX,VICTORIA,VICTORIA,TX,"Victoria Airport, 4900 east od US HWY 77 and 557",0,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Other,Other,Department of Transportation,No,,,Yes,,2020-03-30 00:00:00,,,+28.900280,-96.978890
155,TXN000605561,FEDERAL AVIATION ADMINISTRATION- IAH AIRPORT,HOUSTON,HARRIS,TX,4215 Will Clayton Parkway,77032,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Other,Spill or other one-time event,Department of Transportation,No,,,Yes,,2020-03-30 00:00:00,,,+29.984686,-95.328536
156,TXN000605564,FEDERAL AVIATION ADMINISTRATION-FORT WORTH AIRPORT,FORT WORTH,TARRANT,TX,13800 FAA Road,76155,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Not Eligible for the NPL/No Further Remedial Action Planned,,NFRAP-Site does not qualify for the NPL based on existing information,Active,Other,Spill or other one-time event,Department of Transportation,No,,,Yes,,2020-03-30 00:00:00,,,+32.830553,-97.066670
157,TXN000605562,FEDERAL BUREAU OF PRISONS-BEAUMONT MEDIUM PRISON,BEAUMONT,[Blank County],TX,5630 Knauth Rd,77705,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Assessment Needed or Ongoing,Initial Assessment Needed/Ongoing,Fed Fac Preliminary Assessment Review Start Needed,Active,Other,Spill or other one-time event,Department of Justice,No,,,Yes,,2017-06-06 00:00:00,,,,
158,TXN000606571,FIBERGLASS FIRE,KELLER,TARRANT,TX,715 KATY ROAD,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2004-12-10 00:00:00,,,+32.94287,-097.256
159,TX0001981356,FM 14 DRUM SITE,TYLER,SMITH,TX,4942 FM 14,75706,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,,,,No,,,No,,1998-05-11 00:00:00,,,,
160,TXN000606628,FOAMEX PLANT FIRE,DALLAS,DALLAS,TX,10726 DORIC STREET,75220-2627,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2005-08-05 00:00:00,,,+32.8706,-096.88016
161,TXN000606638,FORMOSA PLASTICS PLANT EXPLOSION,POINT COMFORT,CALHOUN,TX,201 FORMOSA DRIVE,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Waste Management,Other,,No,,,No,FORMOSA PLASTICS FIRE AND EXPLOSION,2006-03-28 00:00:00,,,+28.683333,-96.541667
162,TXN000606581,FRANK COLE ENGINEERING SPILL,TALCO,TITUS,TX,3 MI. EAST OF JCT OF CR 1920 & CR 1950,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2004-12-17 00:00:00,,,+33.37403,-094.97685
163,TXN000606601,FREEPORT PHARMACY,FREEPORT,[Blank County],TX,200 BLOCK EAST 2ND,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2005-04-01 00:00:00,,,+28.95,-095.3439
164,TXD980514814,"FRENCH, LTD.",CROSBY,HARRIS,TX,SAN JACINTO RIVER CROSSING,77532,R06,Final NPL,No,No,No,Yes,Yes,Yes,1994-09-26,,,,Active,Waste Management,Industrial waste facility (non-generator),,No,,63.33,No,"FRENCH, LTD., FRENCH, LTD",1979-01-01 00:00:00,www.epa.gov/superfund/french-ltd,,,
165,TXN000604359,FRITZ INDUSTRIES FIRE,MESQUITE,DALLAS,TX,500 N. Sam Houston,75149,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,,2015-01-04 00:00:00,,,32.758148,-96.642092
166,TXN000622121,FT. WORTH MERCURY TRAILER,FORT WORTH,TARRANT,TX,"10100 Jacksboro Highway, #41",76135,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2020-02-19 00:00:00,,,,
167,TXN000610437,FURNEAUX PCBS,CARROLLTON,DENTON,TX,2107 Albert Lane (Alley),75007,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,"Other, Other","Other, Spill or other one-time event",,No,,,No,,2018-03-02 00:00:00,,,+33.011257,-96.873656
168,TXN000605628,GAINSVILLE HIGH SCHOOL MERCURY,GAINSVILLE,[Blank County],TX,Postal Address is unavailable for the Site,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2004-01-16 00:00:00,,,+33.613302,-097.142205
169,TXN000607368,GALVESTON BAY BIOFUELS TANK FIRE,GALVESTON,GALVESTON,TX,4900 BLK. OF OLD PORT INDUSTRIAL ROAD,77554,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Product storage/distribution,,No,,,No,,2012-02-04 00:00:00,,,+29.301993,-094.820794
170,TXD007330053,GARLAND CREOSOTING,LONGVIEW,GREGG,TX,3915 GARLAND ROAD,75602,R06,Final NPL,No,No,Yes,Yes,Yes,Yes,2010-08-12,,,,Active,Manufacturing/Processing/Maintenance,Lumber and wood products/wood preserving/treatment,,No,,49.1,No,"GARLAND CREOSOTING CO., GARLAND CREOSOTING",[Blank Date],www.epa.gov/superfund/garland-creosoting,,,
171,TXD980748453,GENEVA INDUSTRIES/FUHRMANN ENERGY,HOUSTON,HARRIS,TX,9334 CANIFF RD,77017,R06,Final NPL,Yes,No,Yes,Yes,Yes,Yes,1993-09-14,,,,Active,"Recycling, Recycling, Multiple, Manufacturing/Processing/Maintenance, Recycling","Waste/used oil, Multiple, Multiple, Chemicals/chemical waste (e.g., solvent recovery), Chemicals and allied products",,No,,,No,GENEVA INDUSTRIES/FUHRMANN ENERGY,[Blank Date],www.epa.gov/superfund/geneva-industries,,,
172,TXN000606881,GERDAU AMERISTEEL,MIDLOTHIAN,ELLIS,TX,300 WARD ST.,76065,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2008-07-21 00:00:00,,,+32.275770,-097.014201
173,TXN000605686,GINCO HUFF LEASE OIL SPILL,LOCKHART,CALDWELL,TX,Postal Address is unavailable for the Site,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2004-07-30 00:00:00,,,,
174,TXD980626642,GLOBE-UNION INC,GARLAND,DALLAS,TX,1111 SHILOH RD,75042,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Referred to Removal - NFRAP,Active,Manufacturing/Processing/Maintenance,Other,,No,,,No,,2020-06-17 00:00:00,,,,
175,TXN000606899,GOLD METAL RECYCLERS,DALLAS,DALLAS,TX,4305 SOUTH LAMAR,75215-4108,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Recycling,Other,,No,,,No,,2008-09-11 00:00:00,,,+32.7608,-096.7678
176,TXN000607006,GREENHOUSE ROAD CHEMICAL FIRE,HOUSTON,HARRIS,TX,4949 GREENHOUSE ROAD,77084-5590,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Manufacturing/Processing/Maintenance,Chemicals and allied products,,No,,,No,,2009-08-06 00:00:00,,,29.803420,-95.703921
177,TXN000606823,GREENSPORT RAIL CAR RELEASE,HOUSTON,HARRIS,TX,GREENSPORT INDUSTRIAL PARK,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2007-09-24 00:00:00,,,,
178,TXN000605688,GREENVILLE FERTILIZER FIRE,GREENVILLE,HUNT,TX,"1001 N. JOE RAMSEY BLVD.,",,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Spill or other one-time event,,No,,,No,,2004-08-31 00:00:00,,,+33.13754,-096.140166
179,TXN000622331,GREGORY TRAIN DERAILMENT,GREGORY,SAN PATRICIO,TX,"latitude 27.9269293, longitude -97.2994504",78359,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,"Other, Other","Spill or other one-time event, Transportation (e.g., railroad yards, airport, barge docking site)",,No,,,No,,2024-06-11 00:00:00,,,+27.926929,-97.299450
180,TXN000605546,GRISTMILL LANE MERCURY,FORT WORTH,TARRANT,TX,521 Gristmill Lane,76410,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,"Other, Other","Residential, Spill or other one-time event",,No,,,No,,2017-09-13 00:00:00,,,32.753177,-97.332746
181,TXN000607175,"GT PRODUCTS, INC.",GRAPEVINE,TARRANT,TX,501 INDUSTRIAL BLVD.,76051,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Other,Other,,No,,,No,,2011-07-08 00:00:00,,,+32.935615,-097.098920
182,TX0000605258,GULF NUCLEAR,ODESSA,ECTOR,TX,2717 WEST 81ST STREET,79764,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,,,,No,,,No,,2000-09-28 00:00:00,,,31.918574,-102.429205
183,TXN000605455,GULF NUCLEAR - TAVENOR SITE,HOUSTON,[Blank County],TX,9320 TAVENOR STREET,,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Removal Only Site (No Site Assessment Work Needed),Active,Waste Management,"Radioactive waste treatment, storage, disposal (non-generator)",,No,,,No,,2003-01-08 00:00:00,,,29.758938,-95.367697
184,TXD000012609,GULF STATES PAINT COMPANY,HOUSTON,HARRIS,TX,12230 ROBIN BOULEVARD,77045,R06,Not NPL,No,No,No,Status Unavailable,Status Unavailable,No,,Referred to Cleanup Program,Submitted to or Addressed by Superfund Removal Program,Referred to Removal - NFRAP,Active,,,,No,,,No,,2000-09-28 00:00:00,,,,
185,TXD055144539,GULFCO MARINE MAINTENANCE,FREEPORT,BRAZORIA,TX,BRAZORIA COUNTY RD 756,77541,R06,Final NPL,No,No,Yes,Yes,Yes,Yes,2011-09-29,,,,Active,Other,"Transportation (e.g., railroad yards, airport, barge docking site)",,No,,50.0,No,GULFCO MARINE MAINTENANCE,1981-01-01 00:00:00,www.epa.gov/superfund/gulfco-marine,,,
